longitude,latitude,id,name,start_date,operator:decription,education:type,education:type,education:type,education:type,education:type,operator:type,operator:type,operator:type,operator:type,operator:type,operator:type,operator:type,operator:type,government:registered,government:registered,government:registered,government:registered,education:gender_type,education:operate_as,education:exam_center,education:exam_affiliate,,education:students,education:students_male,education:students_female,education:teachers_male,education:teachers_female,education:fees,education:fees,education:fees,education:fees,education:sponsored_by,education:funding,education:funding,education:funding,education:funding,education:funding,education:funding,education:funding,education:funding,education:fees_per_term,education:fees_level1,education:fees_level2,education:fees_level3,education:fees_level4,education:fees_other,building:material,building:material,building:material,accessibility,accessibility,accessibility,education:program_feeding,education:program_feeding_description,education:program_feeding_description,education:program_feeding_description,toilet:teachers,toilet:teachers,toilets:female,toilets:male,toilet:present,building:classrooms,building:library,internet_access,electricity:operational_status,waste:garbage_disposal,laboratory,laboratory:equipment,laboratory,barrier:gate,barrier:security_fence,playground,room:staff,room:kitchen,education:teachers_male,education:teachers_female,education:teachers_trained,education:tsc_employed,education:extra_sports,education:extra_drama,education:extra_woodwork,education:extra_scouts/girl_guide,education:extra_music,education:extra_nature_club,education:extra_agriculture_club,education:extra_other,education:pta,education:management_committee,education:board_of_management,education:other
36.876672,-1.260939,35,Ndururuno primary school,1975,public,y,y,n,n,n,y,n,n,n,n,n,n,n/a,government registered,n/a,n/a,n/a,mixed boys and girls,Day scholars only,y,n/a,n/a,n/a,800,1200,12,28,n,y,n,n/a,n/a,n,y,n,n,n,n,n,n/a,n/a,n/a,n/a,n/a,n/a,n/a,y,n,n/a,y,y,y,y,n,n/a,y,1,1,10,10,inside school compound,28,n,n,always,often,n,n,y,y,y,y,y,y,n/a,n/a,none,n/a,y,y,n,y,y,n,n,n/a,n,y,y,n/a
36.87732,-1.253689,36,valleybridge primary school,1985,government,y,y,n,n,n,y,n,n,n,n,n,n,n/a,government registered,n/a,n/a,n/a,mixed boys and girls,Day scholars only,y,n/a,n/a,n/a,565,586,5,18,n,y,n,n/a,n/a,n,n,n,n,n,n,y,n/a,n/a,1500,500,500,500,n/a,y,n,n/a,Y,Y,Y,y,y,500,y,2,2,16,14,inside school compound,27,n,n/a,often,never,n,n,n,y,y,y,y,y,5,18,19,19,y,n,n,y,y,n,n,n/a,n,n,y,n/a
36.866802,-1.26106,37,Ngei P A G education Center,1987,private,y,n,n,n,n,n,y,n,n,n,n,n,n/a,n/a,APBET,n/a,CBO/NGO,Boys school,Day scholars only,y,n/a,n/a,120,58,62,n/a,3,y,n,n,n/a,n/a,n,n,y,n,n,n,n,n/a,2100,2100,n/a,n/a,n/a,n/a,n,y,n/a,y,y,y,y,n,1500,n,1,1,3,2,inside school compound,3,n,n,always,always,n,n,n,y,y,n,y,y,n/a,3,n/a,n/a,n,n,n,n,n,n,n,n/a,n,y,n,n/a
36.866382,-1.260568,38,St  Ruth Academy,2012,church,n,y,n,n,n,n,n,n,n,y,n,n,n/a,n/a,APBET,n/a,n/a,Boys school,Day scholars only,n,PAG,2012,47,n/a,n/a,2,3,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,2100,n/a,n/a,n/a,n/a,n/a,n,y,n/a,y,n,y,y,n,20 per day,n,n/a,1,3,1,inside school compound,7,n,n,always,always,n,n,n,y,y,y,y,y,2,3,2,n/a,n,n,n,n,n,n,n,n/a,y,n,n,n/a
36.868333,-1.258645,39,Elshadai Education Centre,I don't know,n/a,n,y,n,n,n,n,n,n,n,n,n,n,APBET,n/a,n/a,n/a,CBO/NGO,mixed boys and girls,Day scholars only,n,KAG,in the process,154,76,78,3,7,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,3600,n/a,n/a,n/a,n/a,n/a,n,y,n/a,y,y,y,y,n,1800,n,1,1,3,3,inside school compound,8,y,n,never,always,n,n,n,y,y,n,n,y,3,7,n/a,n/a,y,n,n,y,n,y,n,n/a,n,n,y,n/a
36.880661,-1.309607,40,Loving concern secondary school,2011,private,n,y,y,n,n,n,y,n,n,n,n,n,n/a,n/a,private,n/a,n/a,mixed boys and girls,Day scholars only,y,n/a,2015,n/a,50,60,7,6,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,10000,n/a,n/a,n/a,n/a,n/a,y,n,n/a,y,y,y,n,n,n/a,n,2,1,2,1,inside school compound,n/a,y,n,always,always,y,y,y,y,y,y,y,y,7,6,4,2,y,n,n,n,n,n,n,n/a,y,n,n,n/a
36.866802,-1.26106,41,Ngei PAG Education Center,1987,n/a,n,y,n,n,n,n,y,n,n,n,n,n,n/a,n/a,n/a,n/a,n/a,mixed boys and girls,Day scholars only,y,n/a,n/a,120,n/a,n/a,3,5,y,n,n,n/a,n/a,n,n,y,n,n,n,n,n/a,3000,n/a,n/a,n/a,n/a,n/a,y,n,n/a,y,y,y,y,n,1500,n,1,1,3,2,inside school compound,8,y,n,always,always,n,n,n,y,y,y,y,y,3,5,7,n/a,y,n,n,y,n,y,n,n/a,n,y,n,n/a
36.845486,-1.265578,42,Eden Community School,2002,private,y,y,n,n,n,n,n,n,n,n,n,y,n/a,government registered,provisional APBET certificate,Min. of gender,n/a,mixed boys and girls,Day scholars only,Y,n/a,2014,n/a,511,406,8,21,y,n,y,n/a,KAG sponsored pupils/parents from the community,n,n,n,n,n,n,n,n/a,3000,3000,4000,5400,n/a,n/a,y,n,n/a,n,n,y,y,y,1000 per month,n,2,2,4,4,inside school compound,38,y,y,always,always,n/a,n/a,n/a,y,y,n/a,y,y,8,21,18,n/a,y,y,n,y,y,n,n,n/a,y,n,n,n/a
36.843979,-1.26583,43,Community Care School,1996,church of the nazarene,y,y,n,n,n,n,y,n,n,y,n,n,n/a,government registered,private,city council,n/a,mixed boys and girls,Day scholars only,n,n/a,n/a,60,27,33,2,3,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,1500,n/a,n/a,n/a,n/a,n/a,n,y,n/a,y,n/a,y,y,y,1500,I don't know,1,1,1,1,inside school compound,6,n,n/a,never,always,n,n,n,y,n,y,y,y,2,3,n/a,n/a,y,n,n,n,n,n,n,n/a,n,n,y,n/a
36.844746,-1.265044,44,star education center,2005,private,y,y,n,n,n,n,y,n,n,n,n,n,n/a,unregistered but have applied for registration,n/a,Min. of gender,n/a,mixed boys and girls,Day scholars only,n,Ngei PAG,n/a,n/a,90,110,3,5,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,2000,1500,1500,2000,n/a,50,n,y,n/a,Y,Y,Y,n,n,n/a,n,1,1,2,1,inside school compound,10,y,n,always,often,n,n,n,n,n,y,y,n,3,5,3,2,n,y,n,y,y,n,n,n/a,n,n,y,n/a
36.875701,-1.261187,45,Ndururuno secondry school,2006,government,n,n,y,n,n,y,n,n,n,n,n,n,n/a,government registered,n/a,n/a,n/a,mixed boys and girls,Day scholars only,y,n/a,n/a,n/a,260,253,8,15,y,y,n,n/a,n/a,n,n,n,n,n,n,n,n/a,n/a,n/a,n/a,n/a,n/a,n/a,y,n,n/a,y,y,y,y,y,3000,n,1,1,5,5,inside school compound,12,n,n,always,sometimes,y,y,n,y,y,y,y,y,8,15,n/a,17,y,y,n,y,n,n,y,subject based clubs,y,n,y,n/a
36.846095,-1.266173,46,Jorum E Center ,2008,n/a,y,y,n,n,n,n,y,n,n,n,y,n,n/a,unregistered but have applied for registration,provisional APBET certificate,Min. of gender,education centre,mixed boys and girls,Day scholars only,n,n/a,n/a,141,56,85,n/a,7,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,n/a,1800,2000,n/a,n/a,n/a,n,y,n/a,y,y,y,y,n,1200,n,1,n/a,1,1,inside school compound,8,n,n,often ,often,n,n,n,y,y,y,y,y,n/a,7,2,n/a,n,n,n,y,n,n,n,n/a,n,y,n,n/a
36.849614,-1.261949,47,Mathare Old Primary School,1958,government,y,y,n,n,n,y,n,n,n,n,n,n,n/a,government registered,n/a,n/a,n/a,mixed boys and girls,Day scholars only,y,n/a,n/a,n/a,428,464,5,14,n,y,n,n/a,n/a,n,n,n,y,n,n,n,n/a,n/a,1100,500,500,n/a,n/a,n,y,n/a,y,y,y,y,y,500,y,3,2,24,14,inside school compound,17,n,n,always,never,n,n,n,y,y,y,y,y,5,14,19,19,y,y,n,y,n,n,n,n/a,y,n,y,n/a
36.86388,-1.26121,48,Balozi school and Balozi training institutes,2015 and 2008 respectively,n/a,n,n,y,y,n,n,n,n,n,n,n,y,n/a,government registered,private,attorney general,registered as a business,mixed boys and girls,Day scholars only,y,n/a,n/a,n/a,55,70,5,4,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,n/a,n/a,n/a,n/a,4000,n/a,y,n,n/a,y,y,y,y,n,3000,n,1,1,3,3,inside school compound,4,y,n,often,never,y,y,y,y,n,y,y,y,5,4,n/a,n/a,y,y,n,y,y,n,y,n/a,y,n,y,n/a
36.85367,-1.262826,49,Mabawa School Kosovo,2011,organization,n,y,n,n,n,n,y,n,n,n,n,n,n/a,unregistered but have applied for registration,provisional APBET certificate,n/a,n/a,mixed boys and girls,Day scholars only,n,Mcedo beijing school,not yet,n/a,31,38,3,3,y,n,n,n/a,n/a,n,n,n,y,n,n,n,n/a,n/a,300p/m,350p/m,450p/m,n/a,n/a,n,y,n/a,y,y,y,n,n/a,n/a,n,1,1,1,1,inside school compound,8,n,n/a,never,sometimes,n,n,n,y,n/a,n/a,y,n,3,3,1,n/a,y,n,n,n,n,n,n,n/a,n,n,y,n/a
36.875422,-1.251759,50,kasarani victory academy,2002,private,n,y,n,n,n,n,y,n,n,n,n,n,n/a,n/a,n/a,n/a,n/a,mixed boys and girls,Day scholars only,y,n/a,n/a,85,32,53,2,5,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,4500,3800,4500,5500,n/a,n/a,n,y,n/a,y,n,y,y,n,free,n,1,1,1,1,inside school compound,n/a,n,n,often,often,n,n,n,y,n,n,y,y,n/a,n/a,4,n/a,y,y,n,n,y,n,n,n/a,y,n,n,n/a
36.875466,-1.251098,51,The Brainhouse School,2004,school owner,y,y,y,n,n,n,y,n,n,n,n,n,n/a,government registered,private,n/a,n/a,mixed boys and girls,mixed (both day and boarding students),y,n/a,n/a,n/a,130,155,15,17,y,n,n,n/a,n/a,n,y,n,n,n,n,n,n/a,n/a,3000,3000,4000,6000,n/a,y,y,n/a,y,y,y,n,n,n/a,y,12,12,12,12,inside school compound,33,y,n,always,often,y,y,n,y,y,y,y,y,n/a,n/a,n/a,n/a,y,n,n,n,n,n,n,n/a,n,y,n,n/a
36.863969,-1.261335,52,Undugu Basic Education Unit Mathare,1978,n/a,n,y,y,n,n,y,y,n,y,n,n,n,n/a,Government registered,Private,n/a,Registered as a Business,Mixed boys and girls,Day scholars only,n,PAG in Ngei,n/a,300,120,180,3,3,n,n,y,n/a,Kindanhtife German KNH,n,n,y,n,n,n,n,n/a,n/a,n/a,n/a,n/a,n/a,n/a,y,n,n/a,y,y,y,y,y,n/a,n,1,1,4,3,Inside school compound,6,n,n,Sometimes,Always,n,n,n,y,y,y,y,y,3,3,6,n/a,y,y,y,y,y,y,y,Art and Craft,n,y,n,P.A
36.845155,-1.264408,53,st veronica primary school,n/a,n/a,n,y,n,n,n,n,y,n,n,n,n,n,n/a,Government registered,Private,City council,n/a,Mixed boys and girls,Day scholars only,n,n/a,n/a,55,30,25,4,3,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,2000,n/a,n/a,1500 per month,n/a,n/a,y,n,n/a,n,n,y,y,n,1000,n,2,1,2,1,Inside school compound,8,y,n,Always,Always,n,n,n,y,y,y,y,y,4,3,n/a,n/a,y,n,n,n,n,n,n,n/a,n,y,n,n/a
36.862142,-1.263488,54,AIC Zion Educational Centre,2000,n/a,y,y,y,n,n,n,y,n,n,y,n,n,n/a,unregistered but have applied for registration,Private,n/a,n/a,Mixed boys and girls,Day scholars only,y,n/a,n/a,1000,500,500,13,10,y,n,y,n/a,Well wishers and AIC Zion Church,n,n,n,n,n,n,n/a,n/a,3300,3300,3300,3300,3300,n/a,n,y,n/a,y,y,y,y,n,n/a,I don't know,1,1,8,3,Inside school compound,n/a,y,n,Always,Always,n,y,n,y,y,y,y,y,n/a,n/a,n/a,n/a,y,y,n,y,y,n,n,n/a,n,n,y,n/a
36.876026,-1.260328,55,Affuluent secondary school,n/a,n/a,n,N,y,n,Y,n,N,n,n,n,n,n,n/a,unregistered but have applied for registration,n/a,n/a,Registered as a Business,Mixed boys and girls,Day scholars only,n,Sunflower Academy,n/a,185,80,105,6,3,y,n,n,n/a,n/a,n,n,n,n,n,n,n/a,n/a,2500,n/a,n/a,n/a,2500,n/a,y,n,n/a,y,y,y,y,n,2500,n,1,1,2,2,Inside school compound,8,n,n,Always,Always,y,y,Y,y,y,y,y,y,6,3,n/a,4,y,y,n,y,y,n,n,n/a,n,n,Y,n/a
36.878632,-1.256513,56,Kenya muslim academy,1997,n/a,n,N,y,n,n,n,y,n,n,n,n,n,n/a,Government registered,Private,n/a,n/a,Boys school,Boarding,Y,n/a,n/a,150,150,n/a,10,1,n,n,n,n/a,n/a,n,n,n,n,n,n,n/a,n/a,n/a,n/a,n/a,n/a,5000000,n/a,y,n,n/a,y,y,y,y,y,n/a,n,1,1,0,9,Inside school compound,8,y,n,Always,Never,y,y,Y,y,y,y,y,y,10,1,n/a,n/a,y,n,n,n,n,n,n,n/a,Y,N,n,n/a
36.86254,-1.261242,57,St Michael C.E.C,2008,Community Based  Orgnistion,y,y,n,n,n,n,y,n,n,n,y,n,n/a,Government registered,n/a,n/a,n/a,Mixed boys and girls,Day scholars only,n,HEIDE MARIA Pimary school,n/a,120,50,70,5,11,n,n,y,n/a,SYNESIUS,N,N,N,Y,N,N,Y,n/a,150,150,150,150,n/a,n/a,y,y,n/a,y,y,y,y,y,150,Y,2,1,1,1,Inside school compound,10,y,y,Always,Always,n,n,y,y,y,y,y,y,5,11,5,n/a,N,y,n,y,y,n,n,n/a,n,y,n,n/a
36.863638,-1.25986,58,Ngotas Upendo Academy,1992,Rev. Andula,y,y,n,n,n,n,N,n,n,Y,n,n,n/a,Government registered,n/a,n/a,n/a,Mixed boys and girls,mixed (both day and boarding students),Y,n/a,n/a,159,59,100,6,5,n,n,y,n/a,From USA,N,N,N,N,N,N,Y,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n,y,n/a,n,n,y,y,n,n/a,Y,1,1,1,1,Outside schoool compound,11,y,n,Always,Always,n,n,n,y,N,N,y,y,6,5,2,2,y,y,n,y,y,n,y,n/a,n,y,n,n/a
36.868618,-1.254957,59,Change a life learning centre,2012,Organisation change  a life ministry,n,y,n,n,n,n,N,n,n,y,n,n,n/a,unregistered but have applied for registration,APBET,n/a,n/a,Mixed boys and girls,Day scholars only,n,n/a,n/a,133,59,74,4,6,n,n,y,n/a,Individuals and churches,n,n,n,n,n,n,n/a,n/a,FREE,n/a,FREE,FREE,n/a,n/a,y,n,n/a,y,y,y,y,n,n/a,Y,1,n/a,They share toilet  female and both male,They share toilet both female and male,Inside school compound,7,y,n,Always,Always,n,n,n,y,y,N,N,y,4,6,4,0,y,n,n,n,n,n,n,n/a,n,N,Y,n/a
36.868957,-1.253949,60,Mathare North Primary School,1984,Government( Nairobi county),n,y,n,n,n,y,N,n,n,n,n,n,n/a,Government registered,n/a,n/a,n/a,Mixed boys and girls,Day scholars only,Y,n/a,n/a,1282,588,694,8,22,n,Y,n,n/a,n/a,N,N,N,N,N,N,Y,n/a,FREE,n/a,FREE,FREE,n/a,n/a,y,n,n/a,y,y,y,y,n,FREE,Y,2,2,34,18,Inside school compound,27,y,n,Always,Often,y,n/a,Y,N,N,N,y,y,8,22,26,14,y,y,n,y,y,n,y,n/a,n,N,Y,n/a
36.856201,-1.265345,61,St James Feeding and programme Learning,1996,St James feeding programme and learning,Y,y,n,n,n,n,y,n,n,n,n,n,n/a,n/a,Private,Min. of gender,n/a,Mixed boys and girls,mixed (both day and boarding students),n,Kiboro Primary School,n/a,320,n/a,n/a,5,7,y,n,y,n/a,St james feeding and learning programme,N,N,N,Y,N,N,N,n/a,1500,1500,1500,1500,n/a,Boarding pays 3000,y,n,n/a,y,y,y,y,n,n/a,n,1,1,4,4,Inside school compound,13,y,n,Often,Never,n,N,Y,y,y,y,y,y,5,7,3,0,y,y,n,y,y,y,y,n/a,n,N,Y,n/a
36.863408,-1.260912,62,Mathare special Training Centre,1982,Parents/ Ministry Of Educaton,n,N,n,Y,n,y,N,n,n,0,n,n,n/a,Government registered,n/a,n/a,Public,Mixed boys and girls,Day scholars only,n,n/a,n/a,200,140,60,4,11,y,Y,y,n/a,Ojaansu Foundation,N,N,y,N,N,N,N,n/a,FREE,n/a,n/a,n/a,n/a,n/a,y,y,n/a,y,y,y,y,y,2500,n,2,4,4,4,Inside school compound,13,n,n,Often,Often,n,n,Y,y,y,y,y,y,4,11,n/a,15,y,y,y,y,y,n,y,n/a,Y,y,Y,n/a
36.865297,-1.258866,63,Alliant Junior Academy,2001,n/a,n,y,n,n,n,n,N,n,N,n,n,n,Suplementary private school,n/a,n/a,n/a,n/a,Mixed boys and girls,Day scholars only,Y,n/a,n/a,232,n/a,n/a,5,3,y,Y,n,n/a,n/a,n,n,n,n,n,n,n/a,n/a,4000,n/a,n/a,n/a,n/a,n/a,y,n,n/a,y,y,y,y,n,1500,n,2,2,2,2,Inside school compound,9,y,n,Always,Always,n,N,n,y,y,y,y,y,5,3,8,n/a,y,y,n,y,y,n,n,n/a,Y,N,n,n/a
36.865381,-1.256472,64,Star of hope primary school,1988,Jimmy Muraya ,n,y,y,n,n,n,y,n,N,n,n,n,n/a,Government registered,Private,City council,n/a,Mixed boys and girls,Day scholars only,Y,n/a,n/a,158,68,90,4,7,y,n,n,n/a,n/a,n,n,n,n,n,n,n/a,n/a,2000-3000,3400,3600,4600,8000,n/a,y,n,n/a,y,y,y,y,n,2500,Y,5,5,6,6,Inside school compound,11,n,n/a,Always,Always,y,y,Y,y,y,y,y,y,4,7,4,0,y,y,n,y,n,n,n,n/a,n,N,Y,n/a
36.868154,-1.257808,65,Furaha Comminty Centre,2004,NGO,n,y,n,n,n,n,N,n,y,n,n,n,n/a,n/a,Provisional APBET certificate,n/a,CBO/NGO,n/a,Day scholars only,Y,n/a,n/a,466,230,236,6,7,N,n,y,n/a,Outside kenya,N,Y,N,N,N,N,N,n/a,500,n/a,n/a,n/a,n/a,n/a,n,y,n/a,y,y,y,y,n,n/a,n,1,1,4,4,Inside school compound,n/a,y,Y,n/a,n/a,n,N,n,y,y,N,y,y,6,7,11,n/a,y,y,n,y,y,y,n,n/a,n,N,Y,n/a
36.876526,-1.258097,66,Edden Anex Preparatory School,2000,Individual,n,y,n,n,n,n,y,n,N,n,n,n,n/a,Government registered,Provisional APBET certificate,n/a,n/a,Mixed boys and girls,Day scholars only,n,Eden anex in saika,n/a,480,200,280,7,12,y,n,n,n/a,n/a,n,n,n,n,n,n,n/a,n/a,5000,n/a,5000,5000,n/a,n/a,y,n,n/a,y,y,y,y,n,3500,n,2,2,2,2,Inside school compound,15,y,Y,Always,Always,n,N,Y,y,N,y,y,y,7,12,18,n/a,y,y,n,y,n,y,n,n/a,Y,N,Y,n/a
36.86018,-1.263507,67,Destiny Community Education,2013,n/a,Y,y,n,n,n,n,N,n,N,n,n,y,n/a,n/a,n/a,n/a,Registered as a Business,Mixed boys and girls,Day scholars only,n,Valley View Academy,n/a,348,184,164,6,7,y,n,n,n/a,n/a,n,n,n,n,n,n,n/a,n/a,2500,2500,2500,2500,n/a,3500 for class8,n,y,n/a,y,y,y,N,n/a,n/a,n,2 (Shared with female pupils),2( shared with male pupils),2(shared with female teachers),2(shared with male teachers),Inside school compound,11,n,n/a,Sometimes,Sometimes,n,n,n,N,N,N,N,N,6,7,5,0,y,y,n,y,y,y,y,Peace club,n,y,Y,n/a
36.854214,-1.262854,68,Lea Mathare CBO,2012,CBO,y,y,n,n,n,n,N,n,y,Y,n,y,n/a,Government registered,Provisional private registration,n/a,CBO/NGO,Mixed boys and girls,Day scholars only,n,n/a,2016,200,95,105,2,4,y,n,y,n/a,Bucherborse koln germany organisation and progressive educationers in new jersey,N,N,N,Y,N,Y,Y,n/a,600,600,600,600,n/a,n/a,n,y,n/a,n,n,y,y,y,50000,Y,1,1,1,1,Outside schoool compound,n/a,n,N,Sometimes,Always,n,N,n,N,N,N,N,N,2,6,1,n/a,y,y,n,n,y,n,n,n/a,n,y,n,n/a
36.846175,-1.266177,69,Destiny Community School,3yrs,Joel juma,Y,y,n,n,n,n,N,n,N,n,n,y,n/a,Government registered,Provisional APBET certificate,n/a,n/a,Mixed boys and girls,Day scholars only,n,Private school,n/a,n/a,n/a,n/a,2,28,y,n,n,n/a,n/a,n,n,n,n,n,n,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,y,n,n/a,y,N,y,N,N,n/a,n,1,1,7,7,Inside school compound,30,n,N,Never,Often,n,N,n,y,N,N,y,y,2,28,30,none,N,n,n,n,y,n,y,n/a,Y,y,n,n/a
36.861518,-1.262796,70,Faith Newdawn Academy,2013,Faith Celebration Church,Y,y,n,n,n,n,N,n,N,Y,n,n,n/a,n/a,n/a,Min. of gender,n/a,Mixed boys and girls,Day scholars only,n,The school is up to class 6,n/a,230,100,130,2,5,y,n,n,n/a,n/a,N,Y,N,N,N,N,N,n/a,1200,800,1200,1200,n/a,n/a,n,y,n/a,N,N,y,N,n/a,n/a,n,0,0,1,1,Inside school compound,7,n,N,Often,Never,n,N,n,y,n,n,n,n,2,5,n/a,n/a,y,n,n,y,n,n,n,n/a,Y,N,n,n/a
36.858789,-1.265385,71,Abundant Life School,2000,Community,Y,y,n,n,n,n,y,n,n,n,n,y,n/a,n/a,Private,Min. of gender,n/a,Mixed boys and girls,Day scholars only,n,Mathare C.E and D.O,n/a,259,137,122,4,6,y,n,n,n/a,n/a,N,N,y,N,N,N,N,n/a,3500,3000,3000,3500,n/a,1000 for lunch,n,y,n/a,y,N,y,y,N,1000,n,2,2,2,2,Outside schoool compound,11,y,N,Never,Sometimes,n,N,n,y,y,y,y,y,4,6,2,n/a,y,y,n,y,y,y,n,n/a,n,N,Y,n/a
36.871515,-1.260117,72,Salama Primary School,1987,Government( Nairobi county),y,y,n,n,n,y,N,n,N,n,Y,n,n/a,Government registered,n/a,City council,n/a,Mixed boys and girls,Day scholars only,Y,n/a,n/a,1500,700,800,6,30,y,Y,n,n/a,n/a,N,N,N,N,N,N,N,Feed the program,n/a,n/a,n/a,n/a,n/a,n/a,y,n,n/a,y,y,y,y,N,n/a,Y,4,2,10,10,Inside school compound,22,n,N,Always,Always,n,N,Y,y,y,y,y,y,6,30,27,n/a,y,y,n,y,y,n,n,n/a,Y,N,Y,n/a
36.875598,-1.258626,73,Angels Of Mercy,2014,n/a,Y,y,n,n,n,n,y,n,N,n,n,n,n/a,n/a,n/a,Ministry of labour,Registered as a Business,Mixed boys and girls,Day scholars only,n,Sunflower Academy,n/a,350,150,200,7,9,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,600000,3000,3000,3000,n/a,n/a,y,n,n/a,y,y,y,y,y,n/a,n,n/a,n/a,1,1,Inside school compound,n/a,n,n/a,Always,Always,n,n,n,y,y,n,y,y,7,9,5,n/a,y,y,n,y,y,n,n,n/a,Y,y,n,n/a
36.8569,-1.262834,74,Macco School,2013,Fundacje razem,Y,y,n,n,n,n,N,n,N,n,n,y,n/a,Government registered,n/a,n/a,n/a,Mixed boys and girls,Day scholars only,n,Mathare Old Primary School,2015,312,147,165,6,9,y,n,n,n/a,n/a,N,Y,N,N,N,N,N,n/a,n/a,900,1200,1800,n/a,n/a,n,y,n/a,N,N,y,y,N,n/a,Y,1,1,1,1,Outside schoool compound,8,n,N,Sometimes,Sometimes,N,N,N,y,N,N,y,y,6,9,12,3,y,n,n,y,n,n,n,n/a,n,y,n,n/a
36.863108,-1.258877,75,Daystar Junior School,2014,Patrick O Juma,y,y,n,n,n,n,N,n,N,Y,Y,y,n/a,unregistered but have applied for registration,Provisional APBET certificate,Min. of gender,Registered as a Business,Mixed boys and girls,Day scholars only,n,n/a,n/a,354,165,189,3,7,y,n,n,n/a,n/a,Y,N,y,Y,N,N,Y,n/a,n/a,500,500,n/a,n/a,n/a,n,y,n/a,y,N,N,y,y,240000,Y,1,1,1,1,Inside school compound,15,n,n/a,Always,Always,N,N,Y,N,N,N,y,y,3,7,4,5,y,y,n,y,y,n,n,n/a,Y,N,Y,n/a
36.85427,-1.261543,76,Genesis Joy Primary,n/a,private,N,y,n,n,n,n,y,n,N,n,n,n,n/a,Government registered,Private,n/a,Registered as a Business,Mixed boys and girls,Day scholars only,Y,n/a,n/a,218,121,97,6,5,y,n,n,n/a,n/a,N,N,N,N,N,N,Y,n/a,n/a,750,900,1200,n/a,n/a,n,y,n/a,y,y,y,N,N,n/a,n,1,1,1,1,Inside school compound,11,n,N,Often,Often,N,N,N,N,N,N,y,N,6,5,7,4,y,n,n,n,n,n,n,n/a,n,y,n,n/a
36.857957,-1.263713,77,Mathare Community Outreach,1994,Church,N,y,n,n,n,n,N,n,N,Y,n,n,n/a,n/a,n/a,n/a,n/a,Mixed boys and girls,Day scholars only,Y,n/a,1996,400,144,256,12,18,y,n,n,n/a,n/a,N,N,N,N,N,N,Y,n/a,2100,1500,1500,2100,n/a,n/a,n,y,n/a,y,y,y,y,y,100,Y,1,1,1,1,Inside school compound,16,n,N,Sometimes,Sometimes,N,N,N,y,y,y,y,y,12,18,26,4,y,y,n,y,y,n,n,n/a,Y,N,n,n/a
36.865695,-1.260425,78,Wakibe Junior Academy,n/a,n/a,N,y,n,n,n,n,y,n,y,n,n,n,n/a,n/a,Private,n/a,n/a,Mixed boys and girls,Day scholars only,n,n/a,n/a,21,n/a,n/a,3,3,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,5400,n/a,n/a,n/a,n/a,n/a,n,y,n/a,y,y,y,y,y,n/a,n,2,1,1,1,Inside school compound,6,y,N,Often,Often,N,N,N,y,N,N,N,y,3,3,n/a,n/a,y,n,n,y,n,n,n,n/a,Y,N,n,n/a
36.865349,-1.259106,79,Alliant Junior Academy (pre-school),2001,n/a,Y,N,n,n,n,n,N,n,N,n,n,n,Suplementary school,n/a,n/a,City council,n/a,Boys school,Day scholars only,Y,n/a,n/a,238,110,128,0,4,y,Y,n,n/a,n/a,n,n,n,n,n,n,n,n/a,n/a,3500,n/a,n/a,n/a,n/a,n,y,n/a,y,y,y,N,N,1500,n,1 Combine with male teachers,1 combine with female teachers,1,1,Inside school compound,4,y,N,Always,Always,N,N,N,y,y,N,y,y,n/a,n/a,4,n/a,y,y,n,y,y,N,n,n/a,Y,N,n,n/a
36.868333,-1.258645,80,Elshadai Education Centre (pre-school),I don't know,n/a,Y,n,n,n,n,n,n,n,n,n,n,n,APBET,n/a,n/a,n/a,CBO/NGO,Boys school,Day scholars only,n,KAG,in progress,57,27,30,0,3,y,n,n,n/a,n/a,n,n,n,n,n,n,n,n/a,n/a,2600,n/a,n/a,n/a,n/a,n,y,n/a,y,y,y,y,N,1800,n,1,1,3,3,Inside school compound,4,n,N,Never,Always,N,N,N,y,y,N,N,y,0,3,n/a,n/a,y,n,n,y,n,N,y,n/a,n,N,Y,n/a
